symbol_ensembl	Gag	GagMCP	GagZipMCP	EPN24MCP	No_Exporter_Psi	No_Exporter_MS2x8	NoDNA	Wildtype
RGS8_ENSG00000135824	4	2	0	3	0	4	0	0
RNASEL_ENSG00000135828	139	146	148	159	135	189	184	261
DHX9_ENSG00000135829	10743	11168	11343	11450	8664	13132	8769	6986
KIAA1614_ENSG00000135835	57	63	54	61	26	42	56	59
CEP350_ENSG00000135837	2092	2298	2357	2332	1515	2551	2853	2339
NPL_ENSG00000135838	264	272	227	263	191	266	235	289
NIBAN1_ENSG00000135842	370	370	424	421	376	614	714	633
PIGC_ENSG00000135845	1185	1099	1080	1137	1028	1348	1238	1153
LAMC1_ENSG00000135862	4631	4964	4703	5060	4003	6306	8210	7897
RC3H1_ENSG00000135870	1098	1293	1255	1258	771	1426	1090	942
SP110_ENSG00000135899	25	23	18	29	19	27	22	28
MRPL44_ENSG00000135900	1093	1085	1047	1056	1001	1350	992	976
CHRND_ENSG00000135902	2	0	3	0	0	0	0	0
PAX3_ENSG00000135903	655	814	719	725	617	889	624	616
DOCK10_ENSG00000135905	19	21	13	16	4	18	1	2
TTLL4_ENSG00000135912	1633	1692	1769	1664	1263	2011	1947	1933
USP37_ENSG00000135913	924	1107	1104	1124	773	1347	1628	1447
HTR2B_ENSG00000135914	8	2	2	1	0	3	0	0
ITM2C_ENSG00000135916	2168	2027	2314	2436	2185	2597	2522	2613
SLC19A3_ENSG00000135917	21	31	28	32	27	26	43	76
SERPINE2_ENSG00000135919	414	488	418	515	405	583	607	682
DNAJB2_ENSG00000135924	2054	1916	2124	1742	1469	1902	1204	993
WNT10A_ENSG00000135925	21	21	11	11	16	18	6	6
TMBIM1_ENSG00000135926	133	191	134	155	144	163	167	180
CYP27A1_ENSG00000135929	53	63	58	40	66	41	34	35
EIF4E2_ENSG00000135930	1030	1146	1069	1041	889	1229	989	893
ARMC9_ENSG00000135931	912	988	915	867	796	1122	930	702
CAB39_ENSG00000135932	2456	2608	2596	2516	2118	3059	2853	2594
COX5B_ENSG00000135940	2931	2575	2907	2962	2808	3307	3364	3038
REV1_ENSG00000135945	830	938	980	921	637	1008	804	906
TSGA10_ENSG00000135951	156	181	266	156	136	191	119	102
MFSD9_ENSG00000135953	373	369	400	363	273	480	310	378
TMEM127_ENSG00000135956	1080	1007	1043	1144	838	1082	1051	846
EDAR_ENSG00000135960	5	7	12	1	0	3	2	5
TGFBRAP1_ENSG00000135966	1087	1191	1155	1123	964	1333	1123	1048
GCC2_ENSG00000135968	1612	1733	2034	1633	1292	2090	1818	1684
MRPS9_ENSG00000135972	2099	2175	2209	2253	1777	2631	2263	2302
GPR45_ENSG00000135973	7	10	0	4	3	11	7	7
C2orf49_ENSG00000135974	919	978	995	914	867	1243	984	888
ANKRD36_ENSG00000135976	181	194	255	255	150	249	121	140
EPC2_ENSG00000135999	1277	1374	1252	1495	1123	1569	1614	1177
ARHGEF4_ENSG00000136002	273	311	381	348	232	396	319	504
ISCU_ENSG00000136003	1762	1681	1804	1648	1359	2052	1284	1188
ALDH1L2_ENSG00000136010	4052	4326	4373	4810	3285	5696	6927	5572
STAB2_ENSG00000136011	3	3	0	11	2	0	0	3
USP44_ENSG00000136014	371	411	339	337	296	417	444	464
SCYL2_ENSG00000136021	2758	3068	3197	3013	2397	3532	3255	2789
CKAP4_ENSG00000136026	2805	2737	2917	3024	2601	3423	3733	3202
PLXNC1_ENSG00000136040	33	29	40	24	22	67	23	40
APPL2_ENSG00000136044	607	698	586	784	542	773	940	788
PWP1_ENSG00000136045	2068	2119	2069	2283	1779	2814	2512	2215
DRAM1_ENSG00000136048	342	248	350	265	226	338	185	156
WASHC4_ENSG00000136051	1214	1156	1243	1218	850	1420	1151	1151
SLC41A2_ENSG00000136052	247	285	305	289	288	335	364	347
VILL_ENSG00000136059	345	251	316	281	204	361	317	258
FLNB_ENSG00000136068	3647	3943	3983	4259	3204	4880	6584	6060
NEK3_ENSG00000136098	474	503	551	526	423	610	520	559
PCDH8_ENSG00000136099	35	47	24	29	19	29	10	29
VPS36_ENSG00000136100	1333	1375	1430	1292	1029	1664	1621	1653
RNASEH2B_ENSG00000136104	2453	2526	2658	2752	2211	3178	2776	2093
CKAP2_ENSG00000136108	5903	6136	6386	6580	4796	7153	5668	5415
TBC1D4_ENSG00000136111	1999	2271	2369	2472	1792	2750	3531	4232
THSD1_ENSG00000136114	59	82	83	106	45	68	89	56
BORA_ENSG00000136122	1462	1493	1780	1590	1123	1917	1155	1274
LRCH1_ENSG00000136141	376	408	472	457	353	453	450	506
SUCLA2_ENSG00000136143	1997	2124	2051	2025	1563	2576	2432	2242
RCBTB1_ENSG00000136144	1376	1432	1312	1472	1093	1643	1607	1367
MED4_ENSG00000136146	1185	1203	1298	1335	1073	1445	1380	1260
PHF11_ENSG00000136147	73	70	102	78	64	112	89	73
RPL13AP25_ENSG00000136149	75	76	91	86	55	92	87	95
COG3_ENSG00000136152	1294	1302	1323	1401	1034	1685	1520	1422
LMO7_ENSG00000136153	703	738	856	759	579	920	654	685
SCEL_ENSG00000136155	0	1	0	0	0	1	0	0
ITM2B_ENSG00000136156	3661	3548	3717	3781	3224	4465	4195	3878
SPRY2_ENSG00000136158	673	681	664	668	630	821	652	670
NUDT15_ENSG00000136159	1320	1262	1319	1455	1179	1694	1492	1139
EDNRB_ENSG00000136160	43	63	62	63	48	106	105	138
RCBTB2_ENSG00000136161	275	266	271	310	191	306	245	135
LCP1_ENSG00000136167	32	20	22	17	42	58	45	44
SETDB2_ENSG00000136169	504	594	631	645	534	758	759	632
SCRN1_ENSG00000136193	4829	5218	5108	5186	4044	6277	6272	6270
C7orf25_ENSG00000136197	16	44	42	50	40	54	28	41
TNS3_ENSG00000136205	162	224	222	229	226	250	384	482
SPDYE1_ENSG00000136206	5	2	2	3	0	5	2	4
CHST12_ENSG00000136213	561	597	613	636	587	768	740	670
IGF2BP3_ENSG00000136231	981	1022	1135	1063	881	1288	1484	1503
GPNMB_ENSG00000136235	23	11	26	10	8	18	6	14
RAPGEF5_ENSG00000136237	175	174	139	183	135	223	288	317
RAC1_ENSG00000136238	8155	8423	8533	9069	7360	10246	9743	8551
KDELR2_ENSG00000136240	5676	5954	5873	6054	5231	7307	7333	6700
NUP42_ENSG00000136243	973	901	944	827	711	1159	799	924
IL6_ENSG00000136244	0	0	7	0	1	1	3	0
ZDHHC4_ENSG00000136247	1527	1475	1534	1295	1143	1585	1237	1358
AOAH_ENSG00000136250	1	0	2	7	1	5	1	2
BZW2_ENSG00000136261	1585	1533	1409	1655	1383	1917	1920	1987
DGKB_ENSG00000136267	0	5	1	2	0	7	1	1
TBRG4_ENSG00000136270	2402	2411	2557	2483	2205	2891	2368	2355
DDX56_ENSG00000136271	3702	3973	3851	3708	3072	4508	3241	2600
HUS1_ENSG00000136273	675	794	773	664	500	791	510	425
NACAD_ENSG00000136274	111	91	76	92	59	90	91	108
DBNL_ENSG00000136279	2644	2543	2636	2535	2222	3131	2522	2318
CCM2_ENSG00000136280	502	566	655	595	498	721	595	584
MYO1G_ENSG00000136286	7	5	10	9	0	10	1	7
TTYH3_ENSG00000136295	2845	2792	3059	2945	2326	3329	3492	3697
MMD2_ENSG00000136297	1	4	5	1	1	7	3	5
TTC5_ENSG00000136319	850	893	974	900	827	1148	1028	987
NKX2-8_ENSG00000136327	78	78	52	85	66	98	109	116
NKX2-1_ENSG00000136352	90	86	109	101	65	157	115	206
ZFHX2_ENSG00000136367	130	179	163	139	72	170	183	167
MTHFS_ENSG00000136371	409	358	409	492	387	480	455	342
ADAMTS7_ENSG00000136378	366	365	459	376	346	417	195	510
ABHD17C_ENSG00000136379	544	535	533	542	447	686	737	768
IREB2_ENSG00000136381	3966	4078	4432	4284	3367	5093	5378	5102
ALPK3_ENSG00000136383	30	44	53	26	31	40	12	22
TM6SF1_ENSG00000136404	22	19	32	14	11	12	22	39
CIB2_ENSG00000136425	572	522	569	649	619	627	653	705
CALCOCO2_ENSG00000136436	2841	2926	2970	2970	2552	3845	3754	3478
RSAD1_ENSG00000136444	1405	1427	1368	1453	1236	1731	1660	1936
NMT1_ENSG00000136448	4391	4658	4804	4778	3782	5451	5468	4788
MYCBPAP_ENSG00000136449	3	8	9	3	3	3	0	3
SRSF1_ENSG00000136450	6782	7242	8254	7662	5611	8423	5752	5136
VEZF1_ENSG00000136451	2024	2163	2208	2243	1582	2578	2233	1993
CHAD_ENSG00000136457	7	3	12	3	2	5	4	7
TACO1_ENSG00000136463	2093	2229	2305	2294	1870	2464	2221	1823
TEX2_ENSG00000136478	808	895	792	825	649	979	1007	991
DCAF7_ENSG00000136485	4621	4894	4868	5014	3874	5644	6074	5985
GH2_ENSG00000136487	7	2	0	3	2	1	3	4
LIMD2_ENSG00000136490	904	961	1113	1073	1069	1091	1077	1073
BRIP1_ENSG00000136492	2317	2435	2560	2499	1859	2865	2337	2346
KAT7_ENSG00000136504	3449	3947	3684	3793	2631	4380	4076	3744
ACTL6A_ENSG00000136518	1157	1207	1237	1218	1087	1484	1400	1193
NDUFB5_ENSG00000136521	977	915	1015	1034	867	1181	918	920
MRPL47_ENSG00000136522	964	1060	1018	1032	804	1269	913	828
TRA2B_ENSG00000136527	6463	7109	7648	7130	5566	7887	4937	4449
SCN2A_ENSG00000136531	53	51	54	31	23	39	14	26
TBR1_ENSG00000136535	4	0	3	1	5	4	0	2
MARCHF7_ENSG00000136536	3133	3395	3690	3129	2348	3722	2149	2036
ERMN_ENSG00000136541	1	0	0	1	0	1	0	0
GALNT5_ENSG00000136542	2	22	7	7	11	6	21	29
SCN7A_ENSG00000136546	5	2	5	1	3	1	0	3
TANK_ENSG00000136560	598	538	582	533	466	692	549	572
BLK_ENSG00000136573	0	0	0	1	0	0	0	0
GATA4_ENSG00000136574	626	706	745	725	598	841	899	830
SKIL_ENSG00000136603	1286	1394	1509	1517	1017	1538	1195	1118
EPRS1_ENSG00000136628	11752	12816	12651	12855	10248	15914	16912	15776
HLX_ENSG00000136630	251	258	266	232	210	292	320	414
VPS45_ENSG00000136631	1969	1908	2018	1949	1541	2248	1531	1466
KCTD3_ENSG00000136636	2752	2693	2750	2783	2217	3465	3696	3501
RPS6KC1_ENSG00000136643	641	778	784	772	548	945	671	669
CBWD2_ENSG00000136682	965	1040	1097	1040	765	1168	739	652
IL36G_ENSG00000136688	4	0	0	0	5	0	0	0
IL1RN_ENSG00000136689	0	0	0	0	0	1	0	0
IL36B_ENSG00000136696	0	0	0	0	1	0	0	0
CFC1_ENSG00000136698	0	1	0	0	0	0	0	0
SMPD4_ENSG00000136699	3656	3901	4018	3566	2824	4296	3671	3675
WDR33_ENSG00000136709	2639	2843	2895	2753	2291	3209	2863	2881
CCDC115_ENSG00000136710	366	391	418	350	364	402	404	440
SAP130_ENSG00000136715	2149	2607	2529	2115	1448	2439	1970	1804
BIN1_ENSG00000136717	589	624	655	703	545	820	862	955
IMP4_ENSG00000136718	1890	1928	1844	1876	1633	2247	1924	1844
HS6ST1_ENSG00000136720	976	948	905	1011	978	1077	1246	1402
UGGT1_ENSG00000136731	3326	3736	3577	3695	2802	4617	4825	3994
GYPC_ENSG00000136732	627	663	699	702	702	816	949	720
STAM_ENSG00000136738	1058	1128	1065	1092	923	1315	1184	1130
GAD2_ENSG00000136750	4	7	2	3	7	2	8	5
ABI1_ENSG00000136754	1450	1325	1500	1373	1163	1736	1372	1366
YME1L1_ENSG00000136758	4563	4886	5047	4851	4023	5832	4957	4888
DNAJC1_ENSG00000136770	1441	1554	1469	1522	1257	1892	1403	1400
NIPSNAP3A_ENSG00000136783	735	731	740	866	741	999	937	837
LRRC8A_ENSG00000136802	1112	1228	1161	1184	922	1361	1152	1009
CDK9_ENSG00000136807	1075	1084	1026	1068	844	1153	1082	1241
TXN_ENSG00000136810	3666	3548	3714	3887	3185	4718	3891	3707
ODF2_ENSG00000136811	2208	2154	2440	2234	1560	2466	2011	2012
ECPAS_ENSG00000136813	3720	4059	4295	4429	3270	5296	5505	4865
TOR1B_ENSG00000136816	663	739	812	667	570	840	762	664
C9orf78_ENSG00000136819	1128	1104	1203	1116	956	1282	1214	1024
SMC2_ENSG00000136824	3636	4024	4043	4288	3117	4895	5002	4549
KLF4_ENSG00000136826	372	357	284	376	277	390	319	276
TOR1A_ENSG00000136827	1498	1661	1650	1607	1409	1814	1562	1306
RALGPS1_ENSG00000136828	224	236	244	228	162	263	273	317
NIBAN2_ENSG00000136830	1076	1008	1178	1181	1002	1358	1310	1458
OR1J1_ENSG00000136834	3	3	0	0	0	0	0	0
ST6GALNAC4_ENSG00000136840	341	442	364	398	306	447	478	538
TMOD1_ENSG00000136842	265	318	286	287	316	336	342	397
DAB2IP_ENSG00000136848	986	1111	1018	1029	861	1223	1340	1306
STXBP1_ENSG00000136854	920	947	948	957	809	1123	1356	1479
SLC2A8_ENSG00000136856	830	752	897	792	782	888	761	699
ANGPTL2_ENSG00000136859	1	10	9	7	0	6	1	0
CDK5RAP2_ENSG00000136861	3158	3487	3545	3076	2384	3898	3348	3266
ZFP37_ENSG00000136866	187	178	202	213	122	241	205	222
SLC31A2_ENSG00000136867	17	32	17	11	3	9	11	16
SLC31A1_ENSG00000136868	2186	2344	2475	2300	1901	2892	2936	2881
TLR4_ENSG00000136869	0	0	2	0	0	0	0	3
ZNF189_ENSG00000136870	803	783	820	869	650	1001	761	726
ALDOB_ENSG00000136872	9	3	4	11	4	5	1	2
STX17_ENSG00000136874	1197	1287	1252	1308	1141	1698	1797	1709
PRPF4_ENSG00000136875	2207	2494	2457	2263	1991	2855	2392	2012
FPGS_ENSG00000136877	1644	1624	1817	1701	1509	2127	1608	1387
USP20_ENSG00000136878	793	890	913	773	703	865	925	893
BAAT_ENSG00000136881	16	19	16	15	11	24	1	9
KIF12_ENSG00000136883	12	8	4	6	8	7	17	21
ATP6V1G1_ENSG00000136888	2101	1833	1969	2000	1701	2015	1788	1644
TEX10_ENSG00000136891	2267	2530	2542	2267	1754	2544	1585	1333
GARNL3_ENSG00000136895	172	207	196	185	133	212	179	247
MRPL50_ENSG00000136897	714	700	720	802	579	875	672	622
DPM2_ENSG00000136908	1908	1828	1927	1764	1624	2248	1835	1635
WDR38_ENSG00000136918	0	1	0	4	0	0	0	0
TSTD2_ENSG00000136925	894	886	953	891	718	1143	964	1062
GABBR2_ENSG00000136928	170	191	157	144	99	166	116	108
HEMGN_ENSG00000136929	1	0	1	4	0	0	0	0
PSMB7_ENSG00000136930	3618	3364	3752	3578	2971	4162	3417	3008
NR5A1_ENSG00000136931	0	11	8	1	11	7	4	2
TRMO_ENSG00000136932	411	357	381	315	272	415	293	243
RABEPK_ENSG00000136933	1252	1269	1354	1327	1103	1464	1417	1074
GOLGA1_ENSG00000136935	835	831	841	888	553	1012	776	606
XPA_ENSG00000136936	877	973	995	943	673	1109	813	786
NCBP1_ENSG00000136937	2852	3170	3345	3163	2452	3800	3439	3050
ANP32B_ENSG00000136938	8508	8502	8600	9267	7706	10782	10464	8886
PDCL_ENSG00000136940	679	720	837	725	611	923	804	899
RPL35_ENSG00000136942	15992	15714	16735	18164	17048	19561	18032	15954
CTSV_ENSG00000136943	298	316	270	346	275	390	344	494
LMX1B_ENSG00000136944	539	513	551	427	407	506	702	717
ARPC5L_ENSG00000136950	1626	1789	1874	1658	1459	1944	1467	1425
ENPP2_ENSG00000136960	62	38	66	27	39	44	74	80
DSCC1_ENSG00000136982	920	912	874	995	837	1196	1001	1192
DERL1_ENSG00000136986	1589	1690	1741	1752	1482	2112	2093	1848
MYC_ENSG00000136997	2809	3178	3072	3318	2614	3844	4313	3908
CCN3_ENSG00000136999	13	9	5	4	8	16	3	1
IL33_ENSG00000137033	7	2	4	1	0	1	0	0
DMAC1_ENSG00000137038	676	609	643	715	567	874	614	642
RANBP6_ENSG00000137040	920	886	969	921	637	1064	820	882
POLR1E_ENSG00000137054	1440	1437	1562	1644	1191	1787	1682	1390
PLAA_ENSG00000137055	1847	1887	2027	1873	1561	2203	1833	1627
IL11RA_ENSG00000137070	174	145	214	161	156	250	133	199
UBAP2_ENSG00000137073	2341	2504	2575	2323	1651	2878	2349	1946
APTX_ENSG00000137074	2042	2069	2199	2128	1628	2581	1885	1697
RNF38_ENSG00000137075	933	896	990	957	700	1144	1029	988
TLN1_ENSG00000137076	5796	6117	6016	6371	5337	7504	9272	8197
SIT1_ENSG00000137078	2	0	0	0	0	0	0	0
IFNA21_ENSG00000137080	0	0	0	0	0	2	0	0
DMRT1_ENSG00000137090	0	1	1	6	0	0	0	0
DNAJB5_ENSG00000137094	535	487	593	477	449	583	396	313
SPAG8_ENSG00000137098	22	26	21	10	15	24	6	16
DCTN3_ENSG00000137100	2290	2326	2646	2499	2284	2988	2261	1840
CD72_ENSG00000137101	86	77	102	74	54	87	118	94
TMEM8B_ENSG00000137103	701	781	789	759	609	915	764	1035
GRHPR_ENSG00000137106	2573	2644	2849	2677	2323	3302	2974	2980
ALDH1B1_ENSG00000137124	1341	1476	1387	1403	1264	1728	1965	2001
HINT2_ENSG00000137133	605	577	610	635	641	686	698	471
ARHGEF39_ENSG00000137135	762	767	784	616	541	880	561	557
IGFBPL1_ENSG00000137142	18	16	29	21	25	40	63	120
DENND4C_ENSG00000137145	978	1175	1205	1203	882	1397	1368	1457
RPS6_ENSG00000137154	50314	51259	53308	56258	48497	65235	59159	58146
CNPY3_ENSG00000137161	871	673	765	934	747	970	873	828
FOXP4_ENSG00000137166	1462	1484	1607	1668	1396	1832	1896	1867
PPIL1_ENSG00000137168	2294	2103	2413	2308	1872	2816	2341	2194
KLC4_ENSG00000137171	1038	1057	1038	1066	983	1220	986	858
KIF13A_ENSG00000137177	480	503	509	608	388	603	851	842
ZSCAN9_ENSG00000137185	394	444	391	413	311	463	298	373
PIM1_ENSG00000137193	682	755	815	776	688	940	810	829
GMPR_ENSG00000137198	70	83	61	86	65	87	106	115
CMTR1_ENSG00000137200	2686	2838	2837	2709	2334	3355	2827	2863
TFAP2A_ENSG00000137203	1126	1140	1096	1167	779	1314	1373	1909
YIPF3_ENSG00000137207	2465	2552	2478	2489	2128	2953	2615	2162
TMEM14B_ENSG00000137210	2123	2003	2093	2194	1875	2636	2155	2185
TMEM63B_ENSG00000137216	798	780	860	763	660	976	835	891
FRS3_ENSG00000137218	333	293	365	292	270	334	249	201
TJAP1_ENSG00000137221	1973	1832	2125	1921	1321	2090	1449	1372
CAPN11_ENSG00000137225	1	5	0	0	0	0	0	2
TINAG_ENSG00000137251	0	0	1	0	0	1	0	0
HCRTR2_ENSG00000137252	2	0	0	5	0	3	1	0
KIAA0319_ENSG00000137261	22	19	13	20	20	27	21	17
IRF4_ENSG00000137265	11	6	3	8	5	12	7	5
SLC22A23_ENSG00000137266	503	499	542	524	431	606	746	797
TUBB2A_ENSG00000137267	470	482	425	358	355	446	283	331
LRRC1_ENSG00000137269	469	487	502	513	459	564	440	614
GCM1_ENSG00000137270	4	5	6	3	5	7	0	3
FOXF2_ENSG00000137273	1220	1410	1312	1335	1206	1361	1771	2077
BPHL_ENSG00000137274	585	647	647	648	509	719	569	635
RIPK1_ENSG00000137275	1002	822	941	920	737	1114	952	1054
TUBB2B_ENSG00000137285	1327	1225	1371	1456	1271	1603	1619	2036
UQCC2_ENSG00000137288	1234	1205	1345	1351	1048	1631	1028	1061
HMGA1_ENSG00000137309	8875	8564	8838	9367	7953	10460	12539	13318
TCF19_ENSG00000137310	2179	2238	2178	2204	1918	2697	2508	2633
FLOT1_ENSG00000137312	3268	3095	3335	3179	3055	3613	3250	3263
IER3_ENSG00000137331	295	344	280	220	280	245	123	219
MDC1_ENSG00000137337	6056	6992	6922	6338	4378	7593	7355	6401
PGBD1_ENSG00000137338	591	617	680	596	463	791	554	556
ATAT1_ENSG00000137343	402	467	470	489	310	535	367	398
TPMT_ENSG00000137364	902	978	1024	1007	869	1225	1240	1235
RNF144B_ENSG00000137393	155	106	171	123	119	168	198	217
NRM_ENSG00000137404	522	521	592	622	440	738	795	911
MTCH1_ENSG00000137409	5776	5891	6126	6265	5287	6701	5422	5199
VARS2_ENSG00000137411	131	116	94	116	56	123	61	103
TAF8_ENSG00000137413	1263	1265	1245	1178	1001	1338	1198	1227
FAM8A1_ENSG00000137414	2283	2264	2441	2404	2005	2844	3051	2816
C6orf52_ENSG00000137434	86	72	74	44	61	97	39	39
FGFBP1_ENSG00000137440	0	1	0	0	0	0	0	2
CPEB2_ENSG00000137449	453	528	607	504	369	633	601	492
FHDC1_ENSG00000137460	44	57	42	30	25	51	49	47
MGARP_ENSG00000137463	205	160	193	168	127	219	236	326
TTC29_ENSG00000137473	6	6	8	4	9	6	0	6
MYO7A_ENSG00000137474	24	28	15	45	26	36	23	9
FCHSD2_ENSG00000137478	784	814	823	795	649	991	958	889
ARRB1_ENSG00000137486	232	258	249	257	199	349	436	545
SLCO2B1_ENSG00000137491	5	0	7	0	2	3	0	0
THAP12_ENSG00000137492	1815	1853	2141	2266	1717	2505	2382	2147
ANKRD42_ENSG00000137494	436	500	450	558	348	492	359	366
IL18BP_ENSG00000137496	40	73	61	92	55	122	48	60
NUMA1_ENSG00000137497	3207	3381	3398	3401	2567	3847	3887	3644
CCDC90B_ENSG00000137500	1925	1818	2076	1715	1533	2098	1224	1053
SYTL2_ENSG00000137501	95	78	75	63	53	70	37	89
RAB30_ENSG00000137502	242	307	337	258	183	352	214	255
CREBZF_ENSG00000137504	3561	3606	4167	4018	2513	4389	3105	2921
LRRC32_ENSG00000137507	5	18	26	13	23	19	20	28
PRCP_ENSG00000137509	1657	1691	1615	1661	1571	2096	1870	2028
NARS2_ENSG00000137513	1317	1299	1275	1402	1100	1639	1414	1289
RNF121_ENSG00000137522	1135	1056	1061	1033	820	1249	779	678
MRPL15_ENSG00000137547	2306	2313	2475	2396	2214	2932	2424	1931
PI15_ENSG00000137558	109	131	163	93	45	100	65	120
TTPA_ENSG00000137561	6	8	5	4	0	3	6	11
GGH_ENSG00000137563	1448	1392	1434	1688	1337	1939	1704	1626
SLCO5A1_ENSG00000137571	151	177	194	211	106	241	242	245
SULF1_ENSG00000137573	501	567	628	623	443	727	973	1219
TGS1_ENSG00000137574	1418	1458	1498	1459	1202	1695	1563	1433
SDCBP_ENSG00000137575	2813	3243	3157	3335	2726	3864	3400	3641
NEK1_ENSG00000137601	1487	1566	1697	1627	1320	1936	2052	1857
DDX60_ENSG00000137628	102	93	126	112	79	116	124	170
SORL1_ENSG00000137642	224	251	282	256	180	310	489	576
TMPRSS4_ENSG00000137648	0	4	3	1	1	4	0	0
BUD13_ENSG00000137656	688	802	746	779	660	850	588	545
TRPC6_ENSG00000137672	5	0	0	0	1	0	0	0
CFAP300_ENSG00000137691	41	38	61	35	44	99	64	43
DCUN1D5_ENSG00000137692	2365	2434	2553	2498	2128	3100	2440	2400
YAP1_ENSG00000137693	1837	1895	2020	1995	1661	2315	2517	2317
TRIM29_ENSG00000137699	3	3	6	2	2	11	2	6
SLC37A4_ENSG00000137700	1958	1990	2214	1798	1809	2589	2113	2704
BTG4_ENSG00000137707	1	0	0	0	1	0	0	0
POU2F3_ENSG00000137709	7	7	6	2	4	1	2	0
RDX_ENSG00000137710	3334	3708	4066	3872	3302	4452	4333	3453
PPP2R1B_ENSG00000137713	1363	1371	1359	1502	1146	1750	1614	1586
FDX1_ENSG00000137714	1128	1037	1136	1147	1028	1327	1330	1221
C11orf1_ENSG00000137720	351	344	374	282	257	393	351	302
FXYD6_ENSG00000137726	211	171	186	202	175	232	260	409
ARHGAP20_ENSG00000137727	28	35	40	47	34	61	57	97
FXYD2_ENSG00000137731	12	20	17	8	14	8	1	3
MMP13_ENSG00000137745	2	6	11	7	3	11	4	0
TMPRSS13_ENSG00000137747	14	9	26	10	5	12	9	20
ALKBH8_ENSG00000137760	950	1093	996	1049	862	1203	1359	1219
MAP2K5_ENSG00000137764	1094	1108	1170	1181	1012	1461	1529	1350
SQOR_ENSG00000137767	11	22	22	20	31	19	26	33
CTDSPL2_ENSG00000137770	2119	2194	2335	2410	1838	2888	2591	2445
SLTM_ENSG00000137776	2041	2156	2178	2128	1416	2498	2010	2042
THBS1_ENSG00000137801	4	8	2	16	2	5	3	7
MAPKBP1_ENSG00000137802	335	323	398	288	206	367	301	324
NUSAP1_ENSG00000137804	219	237	231	193	169	257	127	164
NDUFAF1_ENSG00000137806	345	353	382	376	293	397	369	332
KIF23_ENSG00000137807	2398	2510	2592	2687	1778	3099	2439	2250
ITGA11_ENSG00000137809	15	10	8	9	5	6	11	18
KNL1_ENSG00000137812	1150	1349	1287	1308	1068	1476	1371	1427
HAUS2_ENSG00000137814	1472	1559	1691	1432	1356	1854	1369	1235
RTF1_ENSG00000137815	1608	1586	1761	1601	1387	1882	2015	2074
PARP6_ENSG00000137817	2677	2908	3229	2739	1851	3199	1659	1505
RPLP1_ENSG00000137818	32672	32135	33513	33771	33299	41229	34725	32391
PAQR5_ENSG00000137819	213	230	171	217	188	294	350	484
LRRC49_ENSG00000137821	494	521	521	536	399	597	537	428
TUBGCP4_ENSG00000137822	1011	1079	1149	1006	749	1394	1338	1102
RMDN3_ENSG00000137824	945	874	1021	963	819	1125	879	765
ITPKA_ENSG00000137825	106	90	69	102	82	107	107	135
UACA_ENSG00000137831	1648	1882	1949	1953	1282	2231	2295	2332
SMAD6_ENSG00000137834	646	529	514	616	430	620	533	536
PLCB2_ENSG00000137841	24	16	36	33	24	38	45	58
TMEM62_ENSG00000137842	313	406	341	341	322	405	313	273
PAK6_ENSG00000137843	42	32	42	34	20	29	26	41
ADAM10_ENSG00000137845	984	1105	1115	968	865	1252	1257	1229
DUOX1_ENSG00000137857	6	6	6	2	2	1	5	1
SLC28A2_ENSG00000137860	0	0	0	0	1	0	0	0
STRA6_ENSG00000137868	117	106	106	75	70	128	37	57
CYP19A1_ENSG00000137869	1	4	0	0	1	0	0	4
ZNF280D_ENSG00000137871	407	420	471	419	342	596	449	394
SEMA6D_ENSG00000137872	69	89	102	69	54	102	134	163
RSL24D1_ENSG00000137876	4303	4416	4690	4596	4278	5712	4523	4292
SPTBN5_ENSG00000137877	3	1	8	2	0	3	3	8
GCOM1_ENSG00000137878	5	13	6	16	6	7	9	11
GCHFR_ENSG00000137880	198	146	211	164	173	189	111	150
BCAR3_ENSG00000137936	130	136	160	137	125	204	261	288
TTLL7_ENSG00000137941	649	751	757	817	497	848	660	667
FNBP1L_ENSG00000137942	747	813	869	791	523	962	785	941
KYAT3_ENSG00000137944	1445	1579	1726	1588	1277	2085	1880	1653
GTF2B_ENSG00000137947	1002	1005	1118	1061	905	1248	882	757
BRDT_ENSG00000137948	2	0	0	0	0	1	0	0
RABGGTB_ENSG00000137955	2581	2541	2795	2622	2044	3295	2294	2695
IFI44L_ENSG00000137959	1	4	8	5	1	4	3	5
GIPC2_ENSG00000137960	11	3	6	9	4	9	2	0
ARHGAP29_ENSG00000137962	331	403	391	407	341	500	585	497
IFI44_ENSG00000137965	0	0	0	0	0	0	0	2
SLC44A5_ENSG00000137968	1310	1325	1407	1061	1066	1483	980	908
RPL7P9_ENSG00000137970	91	79	107	81	70	124	119	105
CLCA2_ENSG00000137975	97	84	108	42	58	57	6	3
DNASE2B_ENSG00000137976	0	0	1	2	0	0	0	0
DBT_ENSG00000137992	1608	1866	1791	1894	1439	2286	2253	2139
RTCA_ENSG00000137996	2367	2240	2407	2388	1927	2727	2267	2060
IFT172_ENSG00000138002	1461	1691	1555	1534	1039	1759	2008	1894
SELENOI_ENSG00000138018	2279	2668	2609	2606	1907	3275	3299	2945
CGREF1_ENSG00000138028	11	20	12	11	5	5	10	10
HADHB_ENSG00000138029	2099	2231	2265	2199	1859	2823	2475	2504
KHK_ENSG00000138030	455	550	427	475	365	566	603	666
